foil,aoa,CL,CD,LD,chord,max_thick,x_thick,max_camber,x_camber,avg_xtr
b737b,4,0.5623,0.00791,71.0872,1,0.1256,0.2972,0.0157,0.0996,0.56495
b737b,5,0.7007,0.00858,81.6667,1,0.1256,0.2972,0.0157,0.0996,0.56415
b737b,6,0.8283,0.0096,86.2813,1,0.1256,0.2972,0.0157,0.0996,0.55455
b737b,7,0.9268,0.01042,88.9443,1,0.1256,0.2972,0.0157,0.0996,0.54905
b737b,8,1.0192,0.01113,91.5723,1,0.1256,0.2972,0.0157,0.0996,0.5455
b737b,9,1.1118,0.01264,87.9589,1,0.1256,0.2972,0.0157,0.0996,0.53655
b737c,10,1.1465,0.01843,62.2084,1,0.1,0.399,0.0145,0.2036,0.5015
b737c,11,1.1555,0.03085,37.4554,1,0.1,0.399,0.0145,0.2036,0.5024
b737c,4,0.561,0.00631,88.9065,1,0.1,0.399,0.0145,0.2036,0.6434
b737c,7,0.8983,0.01123,79.9911,1,0.1,0.399,0.0145,0.2036,0.50885
b737c,8,0.9821,0.01255,78.255,1,0.1,0.399,0.0145,0.2036,0.50515
b737c,9,1.0698,0.01466,72.9741,1,0.1,0.399,0.0145,0.2036,0.5016
b737d,-2,-0.0463,0.00967,-4.788,1,0.108,0.4,0.01575,0.2,0.3638
b737d,1,0.2634,0.00484,54.4215,1,0.108,0.4,0.01575,0.2,0.6971
b737d,10,1.1608,0.01804,64.3459,1,0.108,0.4,0.01575,0.2,0.5051
b737d,12,1.3231,0.02232,59.2787,1,0.108,0.4,0.01575,0.2,0.5021
b737d,13,1.3441,0.02941,45.7021,1,0.108,0.4,0.01575,0.2,0.5017
b737d,3,0.4769,0.00519,91.8882,1,0.108,0.4,0.01575,0.2,0.70855
b737d,4,0.5816,0.0067,86.806,1,0.108,0.4,0.01575,0.2,0.63375
b737d,5,0.7034,0.00787,89.3774,1,0.108,0.4,0.01575,0.2,0.5954
b737d,6,0.8202,0.00895,91.6425,1,0.108,0.4,0.01575,0.2,0.56725
b737d,7,0.8988,0.01112,80.8273,1,0.108,0.4,0.01575,0.2,0.51555
b737d,8,0.9891,0.01277,77.455,1,0.108,0.4,0.01575,0.2,0.5081
b737d,9,1.073,0.01576,68.0838,1,0.108,0.4,0.01575,0.2,0.50595
bacnlf,-1,0.1232,0.00566,21.7668,1,0.101496,0.474296,0.0153585,0.74217,0.7983
bacnlf,-2,0.0125,0.00563,2.22025,1,0.101496,0.474296,0.0153585,0.74217,0.79045
bacnlf,-5,-0.3117,0.01034,-30.1451,1,0.101496,0.474296,0.0153585,0.74217,0.485
bacnlf,0,0.2374,0.00541,43.8817,1,0.101496,0.474296,0.0153585,0.74217,0.7958
bacnlf,1,0.3481,0.00494,70.4656,1,0.101496,0.474296,0.0153585,0.74217,0.7879
bacnlf,4,0.6174,0.01054,58.5769,1,0.101496,0.474296,0.0153585,0.74217,0.36975
bacxxx,-2,0.0178,0.0077,2.31169,1,0.1131,0.35,0.01395,0.15,0.45495
bacxxx,-3,-0.0971,0.00866,-11.2125,1,0.1131,0.35,0.01395,0.15,0.467
bacxxx,-4,-0.2093,0.01058,-19.7826,1,0.1131,0.35,0.01395,0.15,0.4753
bacxxx,0,0.2109,0.00487,43.306,1,0.1131,0.35,0.01395,0.15,0.73105
bacxxx,1,0.2962,0.00585,50.6325,1,0.1131,0.35,0.01395,0.15,0.63425
bacxxx,11,1.284,0.01811,70.9001,1,0.1131,0.35,0.01395,0.15,0.5029
bacxxx,12,1.3497,0.02091,64.5481,1,0.1131,0.35,0.01395,0.15,0.5022
bacxxx,14,1.4149,0.03019,46.8665,1,0.1131,0.35,0.01395,0.15,0.5012
bacxxx,2,0.3916,0.00657,59.6043,1,0.1131,0.35,0.01395,0.15,0.5934
bacxxx,3,0.4905,0.00709,69.1819,1,0.1131,0.35,0.01395,0.15,0.59535
bacxxx,4,0.6216,0.00776,80.1031,1,0.1131,0.35,0.01395,0.15,0.6031
bacxxx,5,0.757,0.00865,87.5145,1,0.1131,0.35,0.01395,0.15,0.5864
bacxxx,6,0.8645,0.00968,89.3079,1,0.1131,0.35,0.01395,0.15,0.5619
bacxxx,7,0.9473,0.0106,89.3679,1,0.1131,0.35,0.01395,0.15,0.54955
bacxxx,8,1.0311,0.01189,86.7199,1,0.1131,0.35,0.01395,0.15,0.53005
bacxxx,9,1.1208,0.01337,83.8295,1,0.1131,0.35,0.01395,0.15,0.5184
be50sm,-1,0.3824,0.00617,61.9773,1,0.07316,0.2376,0.039565,0.45435,0.46585
be50sm,-3,0.1576,0.00757,20.819,1,0.07316,0.2376,0.039565,0.45435,0.4628
be50sm,-4,0.0474,0.00946,5.01057,1,0.07316,0.2376,0.039565,0.45435,0.4801
be50sm,0,0.4939,0.00586,84.2833,1,0.07316,0.2376,0.039565,0.45435,0.5533
be50sm,1,0.5979,0.00508,117.697,1,0.07316,0.2376,0.039565,0.45435,0.79575
be50sm,11,1.5655,0.02349,66.6454,1,0.07316,0.2376,0.039565,0.45435,0.5022
be50sm,12,1.5909,0.02885,55.1438,1,0.07316,0.2376,0.039565,0.45435,0.5014
be50sm,13,1.553,0.04012,38.7089,1,0.07316,0.2376,0.039565,0.45435,0.50135
be50sm,2,0.7069,0.00599,118.013,1,0.07316,0.2376,0.039565,0.45435,0.73065
be50sm,3,0.816,0.00688,118.605,1,0.07316,0.2376,0.039565,0.45435,0.6816
be50sm,4,0.925,0.00767,120.6,1,0.07316,0.2376,0.039565,0.45435,0.6511
be50sm,5,1.0329,0.00849,121.661,1,0.07316,0.2376,0.039565,0.45435,0.62555
be50sm,6,1.1375,0.00966,117.754,1,0.07316,0.2376,0.039565,0.45435,0.59
be50sm,7,1.2337,0.0119,103.672,1,0.07316,0.2376,0.039565,0.45435,0.5332
be50sm,8,1.3233,0.01498,88.3378,1,0.07316,0.2376,0.039565,0.45435,0.5045
be50,-2,0.3371,0.00866,38.9261,1,0.07275,0.25,0.04815,0.45,0.31425
be50,1,0.6638,0.00802,82.7681,1,0.07275,0.25,0.04815,0.45,0.2257
be50,2,0.77,0.00868,88.7097,1,0.07275,0.25,0.04815,0.45,0.18255
boe103,1,0.5285,0.00869,60.817,1,0.1272,0.3,0.03597,0.4,0.23965
boe103,2,0.6227,0.00966,64.4617,1,0.1272,0.3,0.03597,0.4,0.16305
boe103,5,0.9169,0.0111,82.6036,1,0.1272,0.3,0.03597,0.4,0.5372
boe103,6,1.0134,0.0119,85.1597,1,0.1272,0.3,0.03597,0.4,0.533
boe103,7,1.1032,0.0133,82.9474,1,0.1272,0.3,0.03597,0.4,0.5154
boe103,8,1.196,0.01438,83.1711,1,0.1272,0.3,0.03597,0.4,0.51355
boe106,-2,0.1475,0.00816,18.076,1,0.1306,0.3,0.03342,0.4,0.3575
boe106,2,0.5511,0.0066,83.5,1,0.1306,0.3,0.03342,0.4,0.54815
boe106,3,0.6626,0.00616,107.565,1,0.1306,0.3,0.03342,0.4,0.7091
boe106,4,0.8453,0.00698,121.103,1,0.1306,0.3,0.03342,0.4,0.6982
boe106,5,0.9453,0.00782,120.882,1,0.1306,0.3,0.03342,0.4,0.67155
boe106,6,1.0326,0.00842,122.637,1,0.1306,0.3,0.03342,0.4,0.64865
boe106,7,1.0927,0.01023,106.813,1,0.1306,0.3,0.03342,0.4,0.5924
boe106,8,1.153,0.01228,93.8925,1,0.1306,0.3,0.03342,0.4,0.55455
bqm34,-1,-0.1066,0.00496,-21.4919,1,0.098995,0.325268,0,0,0.71375
bqm34,-2,-0.2119,0.00521,-40.6718,1,0.098995,0.325268,0,0,0.6929
bqm34,-3,-0.3138,0.00601,-52.213,1,0.098995,0.325268,0,0,0.6355
bqm34,-4,-0.4356,0.00747,-58.3133,1,0.098995,0.325268,0,0,0.5617
bqm34,-5,-0.5727,0.00878,-65.2278,1,0.098995,0.325268,0,0,0.52485
bqm34,0,-0,0.00491,-0,1,0.098995,0.325268,0,0,0.7174
bqm34,1,0.1068,0.00497,21.4889,1,0.098995,0.325268,0,0,0.71305
bqm34,10,1.0401,0.01845,56.374,1,0.098995,0.325268,0,0,0.5044
bqm34,11,1.0845,0.02702,40.1369,1,0.098995,0.325268,0,0,0.50445
bqm34,2,0.2117,0.00522,40.5556,1,0.098995,0.325268,0,0,0.6913
bqm34,3,0.3138,0.006,52.3,1,0.098995,0.325268,0,0,0.63575
bqm34,4,0.4358,0.00744,58.5753,1,0.098995,0.325268,0,0,0.56385
bqm34,5,0.5727,0.0088,65.0795,1,0.098995,0.325268,0,0,0.52405
bqm34,6,0.6903,0.0099,69.7273,1,0.098995,0.325268,0,0,0.5147
bqm34,7,0.7809,0.01114,70.0987,1,0.098995,0.325268,0,0,0.50945
bqm34,8,0.8723,0.0126,69.2302,1,0.098995,0.325268,0,0,0.50755
bte-fk,-1,0.092,0.00739,12.4493,1,0.123156,0.252363,0.018265,0.494365,0.4998
bte-fk,-2,-0.0256,0.00759,-3.37286,1,0.123156,0.252363,0.018265,0.494365,0.49855
bte-fk,-3,-0.1432,0.00786,-18.2188,1,0.123156,0.252363,0.018265,0.494365,0.4949
bte-fk,-4,-0.2602,0.00822,-31.6545,1,0.123156,0.252363,0.018265,0.494365,0.4882
bte-fk,-5,-0.3762,0.00869,-43.2911,1,0.123156,0.252363,0.018265,0.494365,0.48475
bte-fk,0,0.21,0.0072,29.1667,1,0.123156,0.252363,0.018265,0.494365,0.4984
bte-fk,1,0.3271,0.00706,46.3314,1,0.123156,0.252363,0.018265,0.494365,0.49965
bte-fk,10,1.296,0.01523,85.0952,1,0.123156,0.252363,0.018265,0.494365,0.52145
bte-fk,11,1.3824,0.01757,78.6796,1,0.123156,0.252363,0.018265,0.494365,0.5122
bte-fk,12,1.4587,0.02016,72.3562,1,0.123156,0.252363,0.018265,0.494365,0.51
bte-fk,13,1.5151,0.02299,65.9026,1,0.123156,0.252363,0.018265,0.494365,0.50915
bte-fk,14,1.5495,0.02769,55.9588,1,0.123156,0.252363,0.018265,0.494365,0.5085
bte-fk,15,1.5757,0.03416,46.127,1,0.123156,0.252363,0.018265,0.494365,0.50815
bte-fk,3,0.5501,0.00678,81.1357,1,0.123156,0.252363,0.018265,0.494365,0.69335
bte-fk,4,0.661,0.00787,83.9898,1,0.123156,0.252363,0.018265,0.494365,0.6362
bte-fk,6,0.8826,0.00985,89.6041,1,0.123156,0.252363,0.018265,0.494365,0.5759
bte-fk,7,0.9906,0.01099,90.1365,1,0.123156,0.252363,0.018265,0.494365,0.5552
bw3,-2,0.3675,0.00738,49.7967,1,0.050184,0.07395,0.057934,0.41638,0.4368
bw3,-3,0.2524,0.00805,31.354,1,0.050184,0.07395,0.057934,0.41638,0.44635
bw3,0,0.5798,0.00842,68.8599,1,0.050184,0.07395,0.057934,0.41638,0.4143
bw3,1,0.6829,0.00881,77.5142,1,0.050184,0.07395,0.057934,0.41638,0.39095
bw3,10,1.5913,0.03063,51.9523,1,0.050184,0.07395,0.057934,0.41638,0.50845
bw3,2,0.7852,0.00873,89.9427,1,0.050184,0.07395,0.057934,0.41638,0.3462
bw3,3,0.8747,0.01024,85.4199,1,0.050184,0.07395,0.057934,0.41638,0.20785
bw3,5,1.0672,0.01347,79.2279,1,0.050184,0.07395,0.057934,0.41638,0.07275
bw3,8,1.4573,0.0199,73.2312,1,0.050184,0.07395,0.057934,0.41638,0.50875
bw3,9,1.5223,0.0259,58.7761,1,0.050184,0.07395,0.057934,0.41638,0.50895
c141a,-1,0.0621,0.00536,11.5858,1,0.129936,0.402456,0.010947,0.645144,0.7891
c141a,-2,-0.0397,0.00583,-6.80961,1,0.129936,0.402456,0.010947,0.645144,0.73525
c141a,-3,-0.1359,0.00705,-19.2766,1,0.129936,0.402456,0.010947,0.645144,0.6147
c141a,-4,-0.2323,0.00827,-28.0895,1,0.129936,0.402456,0.010947,0.645144,0.5365
c141a,-5,-0.3339,0.00913,-36.5717,1,0.129936,0.402456,0.010947,0.645144,0.50365
c141a,0,0.1724,0.00508,33.937,1,0.129936,0.402456,0.010947,0.645144,0.80195
c141a,1,0.2779,0.00487,57.0637,1,0.129936,0.402456,0.010947,0.645144,0.8057
c141a,12,1.2115,0.02128,56.9314,1,0.129936,0.402456,0.010947,0.645144,0.506
c141a,13,1.2465,0.02601,47.9239,1,0.129936,0.402456,0.010947,0.645144,0.50605
c141a,2,0.3741,0.0052,71.9423,1,0.129936,0.402456,0.010947,0.645144,0.7656
c141a,3,0.4556,0.00624,73.0128,1,0.129936,0.402456,0.010947,0.645144,0.69965
c141a,4,0.5299,0.00834,63.5372,1,0.129936,0.402456,0.010947,0.645144,0.5867
c141a,7,0.9012,0.01262,71.4105,1,0.129936,0.402456,0.010947,0.645144,0.5178
c141a,6,0.7688,0.01115,68.9507,1,0.129936,0.402456,0.010947,0.645144,0.52635
c141b,-1,0.0657,0.00528,12.4432,1,0.126449,0.402456,0.011227,0.645144,0.78825
c141b,-3,-0.1329,0.00712,-18.6657,1,0.126449,0.402456,0.011227,0.645144,0.59985
c141b,-2,-0.0362,0.00579,-6.25216,1,0.126449,0.402456,0.011227,0.645144,0.7299
c141b,-4,-0.2302,0.00829,-27.7684,1,0.126449,0.402456,0.011227,0.645144,0.52705
c141b,-5,-0.3348,0.00909,-36.8317,1,0.126449,0.402456,0.011227,0.645144,0.50255
c141b,10,1.1073,0.01575,70.3048,1,0.126449,0.402456,0.011227,0.645144,0.5101
c141b,1,0.2802,0.00476,58.8655,1,0.126449,0.402456,0.011227,0.645144,0.8131
c141b,0,0.1749,0.00497,35.1911,1,0.126449,0.402456,0.011227,0.645144,0.80495
c141b,11,1.1678,0.01837,63.571,1,0.126449,0.402456,0.011227,0.645144,0.50615
c141b,13,1.2462,0.02736,45.5482,1,0.126449,0.402456,0.011227,0.645144,0.5062
c141b,12,1.2129,0.02227,54.4634,1,0.126449,0.402456,0.011227,0.645144,0.50605
c141b,3,0.4613,0.00621,74.2834,1,0.126449,0.402456,0.011227,0.645144,0.71165
c141b,2,0.3772,0.00511,73.816,1,0.126449,0.402456,0.011227,0.645144,0.77845
c141b,6,0.7901,0.01115,70.861,1,0.126449,0.402456,0.011227,0.645144,0.5253
c141b,5,0.6606,0.00983,67.2024,1,0.126449,0.402456,0.011227,0.645144,0.54575
c141b,7,0.9215,0.01247,73.8974,1,0.126449,0.402456,0.011227,0.645144,0.51825
c141c,-1,0.0806,0.00494,16.3158,1,0.109881,0.402456,0.013163,0.5,0.78815
c141c,-2,-0.0213,0.00582,-3.65979,1,0.109881,0.402456,0.013163,0.5,0.67985
c141b,9,1.0285,0.01512,68.0225,1,0.126449,0.402456,0.011227,0.645144,0.5107
c141c,-3,-0.1198,0.00741,-16.1673,1,0.109881,0.402456,0.013163,0.5,0.5362
c141c,-4,-0.2249,0.00837,-26.8698,1,0.109881,0.402456,0.013163,0.5,0.4962
c141c,-5,-0.3285,0.00927,-35.4369,1,0.109881,0.402456,0.013163,0.5,0.48875
c141c,0,0.1869,0.00458,40.8079,1,0.109881,0.402456,0.013163,0.5,0.8316
c141c,1,0.2895,0.00449,64.4766,1,0.109881,0.402456,0.013163,0.5,0.8519
c141c,10,1.1293,0.01933,58.4221,1,0.109881,0.402456,0.013163,0.5,0.5065
c141c,11,1.1796,0.02521,46.791,1,0.109881,0.402456,0.013163,0.5,0.5067
c141c,2,0.3923,0.00495,79.2525,1,0.109881,0.402456,0.013163,0.5,0.82065
c141c,3,0.4923,0.00611,80.5728,1,0.109881,0.402456,0.013163,0.5,0.74375
c141c,4,0.6104,0.00862,70.8121,1,0.109881,0.402456,0.013163,0.5,0.57925
c141c,6,0.8503,0.01118,76.0555,1,0.109881,0.402456,0.013163,0.5,0.5189
c141c,9,1.0659,0.01579,67.5047,1,0.109881,0.402456,0.013163,0.5,0.5063
c141d,-1,0.1246,0.00558,22.3297,1,0.107658,0.402456,0.015447,0.5,0.68755
c141d,-2,0.0255,0.00738,3.45528,1,0.107658,0.402456,0.015447,0.5,0.49935
c141d,-3,-0.0831,0.00788,-10.5457,1,0.107658,0.402456,0.015447,0.5,0.4914
c141d,-4,-0.1924,0.00862,-22.3202,1,0.107658,0.402456,0.015447,0.5,0.48725
c141d,0,0.2256,0.00474,47.5949,1,0.107658,0.402456,0.015447,0.5,0.78495
c141d,1,0.3247,0.00454,71.5198,1,0.107658,0.402456,0.015447,0.5,0.8352
c141d,11,1.2348,0.02099,58.828,1,0.107658,0.402456,0.015447,0.5,0.5061
c141d,10,1.1764,0.01767,66.5761,1,0.107658,0.402456,0.015447,0.5,0.5059
c141d,12,1.2777,0.02601,49.1234,1,0.107658,0.402456,0.015447,0.5,0.50645
c141d,3,0.5317,0.00734,72.4387,1,0.107658,0.402456,0.015447,0.5,0.6515
c141d,4,0.6581,0.00919,71.6104,1,0.107658,0.402456,0.015447,0.5,0.5524
c141d,2,0.4252,0.00508,83.7008,1,0.107658,0.402456,0.015447,0.5,0.80885
c141d,5,0.7882,0.01013,77.8085,1,0.107658,0.402456,0.015447,0.5,0.53715
c141d,6,0.8653,0.01091,79.3126,1,0.107658,0.402456,0.015447,0.5,0.5292
c141d,8,1.024,0.01315,77.8707,1,0.107658,0.402456,0.015447,0.5,0.51065
c141d,7,0.9444,0.01176,80.3061,1,0.107658,0.402456,0.015447,0.5,0.52085
c141d,9,1.1059,0.01494,74.0228,1,0.107658,0.402456,0.015447,0.5,0.5061
c141e,-1,0.1661,0.00637,26.0754,1,0.105113,0.402456,0.0180285,0.5,0.5676
c141e,-2,0.0592,0.00739,8.01083,1,0.105113,0.402456,0.0180285,0.5,0.49715
c141e,-4,-0.1563,0.0089,-17.5618,1,0.105113,0.402456,0.0180285,0.5,0.48925
c141e,0,0.2606,0.00471,55.3291,1,0.105113,0.402456,0.0180285,0.5,0.7867
c141e,1,0.3599,0.0046,78.2391,1,0.105113,0.402456,0.0180285,0.5,0.8332
c141e,10,1.1797,0.02419,48.7681,1,0.105113,0.402456,0.0180285,0.5,0.51075
c141e,5,0.7957,0.01024,77.7051,1,0.105113,0.402456,0.0180285,0.5,0.52915
c141e,2,0.4564,0.00567,80.4938,1,0.105113,0.402456,0.0180285,0.5,0.7697
c141e,3,0.5833,0.00811,71.9236,1,0.105113,0.402456,0.0180285,0.5,0.6031
c141e,4,0.7137,0.00949,75.2055,1,0.105113,0.402456,0.0180285,0.5,0.5452
c141e,7,0.955,0.01303,73.2924,1,0.105113,0.402456,0.0180285,0.5,0.5131
c141e,8,1.0367,0.01512,68.5648,1,0.105113,0.402456,0.0180285,0.5,0.5122
c141e,6,0.871,0.01166,74.6998,1,0.105113,0.402456,0.0180285,0.5,0.51375
c141e,9,1.1138,0.01809,61.5699,1,0.105113,0.402456,0.0180285,0.5,0.5117
c141f,-3,0.0179,0.00971,1.84346,1,0.099966,0.402456,0.0231938,0.450993,0.4833
c141f,-1,0.2329,0.00743,31.3459,1,0.099966,0.402456,0.0231938,0.450993,0.4482
c141f,-2,0.1249,0.00843,14.8161,1,0.099966,0.402456,0.0231938,0.450993,0.47455
c141f,-4,-0.0921,0.0099,-9.30303,1,0.099966,0.402456,0.0231938,0.450993,0.48565
c141f,0,0.3404,0.00717,47.4756,1,0.099966,0.402456,0.0231938,0.450993,0.41185
c141f,10,1.296,0.01679,77.1888,1,0.099966,0.402456,0.0231938,0.450993,0.5058
c141f,11,1.3586,0.01963,69.2104,1,0.099966,0.402456,0.0231938,0.450993,0.5056
c141f,12,1.4115,0.02296,61.4765,1,0.099966,0.402456,0.0231938,0.450993,0.50575
c141f,3,0.6545,0.0084,77.9167,1,0.099966,0.402456,0.0231938,0.450993,0.59235
c141f,2,0.5059,0.00724,69.8757,1,0.099966,0.402456,0.0231938,0.450993,0.62785
c141f,4,0.7396,0.00941,78.5972,1,0.099966,0.402456,0.0231938,0.450993,0.5514
c141f,5,0.8318,0.01043,79.7507,1,0.099966,0.402456,0.0231938,0.450993,0.53475
c141f,6,0.9281,0.01147,80.9154,1,0.099966,0.402456,0.0231938,0.450993,0.5303
c5a,-1,0.0146,0.00501,2.91417,1,0.131213,0.399629,0.0073641,0.849808,0.7663
c5a,-3,-0.2267,0.00643,-35.2566,1,0.131213,0.399629,0.0073641,0.849808,0.708
c5a,-4,-0.3198,0.00921,-34.7231,1,0.131213,0.399629,0.0073641,0.849808,0.53485
c5a,1,0.2246,0.00588,38.1973,1,0.131213,0.399629,0.0073641,0.849808,0.6589
c5a,-5,-0.4232,0.01098,-38.5428,1,0.131213,0.399629,0.0073641,0.849808,0.48755
c5a,0,0.1349,0.005,26.98,1,0.131213,0.399629,0.0073641,0.849808,0.742
c5a,12,1.2667,0.01875,67.5573,1,0.131213,0.399629,0.0073641,0.849808,0.50705
c5a,13,1.3311,0.02135,62.3466,1,0.131213,0.399629,0.0073641,0.849808,0.5042
c5a,3,0.4073,0.00892,45.6614,1,0.131213,0.399629,0.0073641,0.849808,0.44175
c5a,4,0.509,0.01003,50.7478,1,0.131213,0.399629,0.0073641,0.849808,0.42215
c5a,5,0.6117,0.01079,56.6914,1,0.131213,0.399629,0.0073641,0.849808,0.4388
c5a,6,0.7109,0.01196,59.4398,1,0.131213,0.399629,0.0073641,0.849808,0.44795
c5a,8,0.896,0.01478,60.6225,1,0.131213,0.399629,0.0073641,0.849808,0.4736
c5b,-2,-0.0069,0.00587,-1.17547,1,0.115494,0.39961,0.0121768,0.69968,0.69875
c5b,-3,-0.1247,0.00816,-15.2819,1,0.115494,0.39961,0.0121768,0.69968,0.53645
c5b,-5,-0.3491,0.01092,-31.9689,1,0.115494,0.39961,0.0121768,0.69968,0.48355
c5b,1,0.3053,0.00501,60.9381,1,0.115494,0.39961,0.0121768,0.69968,0.74825
c5b,0,0.2039,0.00466,43.7554,1,0.115494,0.39961,0.0121768,0.69968,0.78905
c5b,11,1.2506,0.01729,72.3308,1,0.115494,0.39961,0.0121768,0.69968,0.505
c5b,13,1.3691,0.02357,58.0866,1,0.115494,0.39961,0.0121768,0.69968,0.50205
c5b,12,1.3159,0.02029,64.8546,1,0.115494,0.39961,0.0121768,0.69968,0.50235
c5b,14,1.4082,0.02799,50.3108,1,0.115494,0.39961,0.0121768,0.69968,0.50195
c5b,3,0.4711,0.0082,57.4512,1,0.115494,0.39961,0.0121768,0.69968,0.52715
c5b,8,0.9883,0.01329,74.3642,1,0.115494,0.39961,0.0121768,0.69968,0.51875
c5b,9,1.0851,0.01403,77.3414,1,0.115494,0.39961,0.0121768,0.69968,0.5153
c5c,-1,0.1098,0.00501,21.9162,1,0.111027,0.399608,0.0140501,0.649652,0.7616
c5c,-2,0.0135,0.00682,1.97947,1,0.111027,0.399608,0.0140501,0.649652,0.6086
c5c,-3,-0.1014,0.00825,-12.2909,1,0.111027,0.399608,0.0140501,0.649652,0.51905
c5c,-5,-0.33,0.0106,-31.1321,1,0.111027,0.399608,0.0140501,0.649652,0.4808
c5c,0,0.2189,0.00454,48.2159,1,0.111027,0.399608,0.0140501,0.649652,0.8028
c5c,10,1.188,0.01537,77.2934,1,0.111027,0.399608,0.0140501,0.649652,0.50925
c5c,12,1.3269,0.02074,63.9778,1,0.111027,0.399608,0.0140501,0.649652,0.50205
c5c,11,1.2578,0.01813,69.3767,1,0.111027,0.399608,0.0140501,0.649652,0.50235
c5c,14,1.4155,0.0287,49.3206,1,0.111027,0.399608,0.0140501,0.649652,0.502
c5c,13,1.3789,0.02411,57.192,1,0.111027,0.399608,0.0140501,0.649652,0.502
c5c,5,0.7455,0.01075,69.3488,1,0.111027,0.399608,0.0140501,0.649652,0.52245
c5c,8,1.0049,0.01338,75.1046,1,0.111027,0.399608,0.0140501,0.649652,0.5189
c5c,9,1.1018,0.01406,78.3642,1,0.111027,0.399608,0.0140501,0.649652,0.51585
c5d,-2,0.0217,0.00688,3.15407,1,0.110539,0.399593,0.0135666,0.599625,0.55525
c5d,1,0.3163,0.00519,60.9441,1,0.110539,0.399593,0.0135666,0.599625,0.7275
c5d,0,0.2204,0.00465,47.3978,1,0.110539,0.399593,0.0135666,0.599625,0.7735
c5d,10,1.2017,0.01548,77.6292,1,0.110539,0.399593,0.0135666,0.599625,0.5138
c5d,12,1.3531,0.01962,68.9653,1,0.110539,0.399593,0.0135666,0.599625,0.50475
c5d,11,1.2833,0.01708,75.1347,1,0.110539,0.399593,0.0135666,0.599625,0.5083
c5d,14,1.4631,0.02582,56.6654,1,0.110539,0.399593,0.0135666,0.599625,0.50365
c5d,13,1.4133,0.02225,63.5191,1,0.110539,0.399593,0.0135666,0.599625,0.50415
c5d,4,0.6082,0.00971,62.6365,1,0.110539,0.399593,0.0135666,0.599625,0.5116
c5d,3,0.4893,0.00838,58.389,1,0.110539,0.399593,0.0135666,0.599625,0.5286
c5d,5,0.7383,0.01072,68.8713,1,0.110539,0.399593,0.0135666,0.599625,0.52265
c5d,6,0.8213,0.01182,69.4839,1,0.110539,0.399593,0.0135666,0.599625,0.5231
c5d,8,0.9992,0.01494,66.8809,1,0.110539,0.399593,0.0135666,0.599625,0.5196
c5e,-2,-0.0283,0.00855,-3.30994,1,0.107832,0.399501,0.0142642,0.29951,0.37215
c5e,-5,-0.3586,0.00918,-39.0632,1,0.107832,0.399501,0.0142642,0.29951,0.45385
c5e,11,1.3304,0.01686,78.9087,1,0.107832,0.399501,0.0142642,0.29951,0.51345
c5e,3,0.4996,0.00908,55.022,1,0.107832,0.399501,0.0142642,0.29951,0.43145
c5e,2,0.3927,0.00824,47.6578,1,0.107832,0.399501,0.0142642,0.29951,0.43685
c5e,9,1.123,0.01574,71.3469,1,0.107832,0.399501,0.0142642,0.29951,0.51885
cal1215j,-1,0.1388,0.00577,24.0555,1,0.118163,0.305676,0.0219546,0.448249,0.6076
cal1215j,-2,0.0349,0.00643,5.42768,1,0.118163,0.305676,0.0219546,0.448249,0.5336
cal1215j,-3,-0.0718,0.00699,-10.2718,1,0.118163,0.305676,0.0219546,0.448249,0.4987
cal1215j,-5,-0.2792,0.00908,-30.7489,1,0.118163,0.305676,0.0219546,0.448249,0.4407
cal1215j,-4,-0.1778,0.00768,-23.151,1,0.118163,0.305676,0.0219546,0.448249,0.4728
cal1215j,1,0.3396,0.00511,66.4579,1,0.118163,0.305676,0.0219546,0.448249,0.7328
cal1215j,0,0.2413,0.00545,44.2752,1,0.118163,0.305676,0.0219546,0.448249,0.66345
cal1215j,13,1.2505,0.03594,34.7941,1,0.118163,0.305676,0.0219546,0.448249,0.50295
cal1215j,10,1.2095,0.01734,69.752,1,0.118163,0.305676,0.0219546,0.448249,0.5021
cal1215j,11,1.2491,0.02073,60.2557,1,0.118163,0.305676,0.0219546,0.448249,0.50235
cal1215j,12,1.2447,0.02792,44.5809,1,0.118163,0.305676,0.0219546,0.448249,0.5029
cal1215j,2,0.4904,0.00547,89.6527,1,0.118163,0.305676,0.0219546,0.448249,0.761
cal1215j,6,0.9211,0.00915,100.667,1,0.118163,0.305676,0.0219546,0.448249,0.597
cal1215j,4,0.7454,0.00692,107.717,1,0.118163,0.305676,0.0219546,0.448249,0.6863
cal1215j,5,0.833,0.00806,103.35,1,0.118163,0.305676,0.0219546,0.448249,0.63245
cal1215j,8,1.0629,0.01364,77.9252,1,0.118163,0.305676,0.0219546,0.448249,0.50295
cal2263m,-1,0.2989,0.00653,45.7734,1,0.11924,0.3194,0.0340705,0.424585,0.504
cal1215j,9,1.1442,0.01514,75.5746,1,0.118163,0.305676,0.0219546,0.448249,0.50205
cal2263m,-2,0.1957,0.007,27.9571,1,0.11924,0.3194,0.0340705,0.424585,0.4531
cal2263m,-3,0.0928,0.0079,11.7468,1,0.11924,0.3194,0.0340705,0.424585,0.40745
cal2263m,0,0.3843,0.00515,74.6214,1,0.11924,0.3194,0.0340705,0.424585,0.739
cal2263m,10,1.3231,0.01523,86.8746,1,0.11924,0.3194,0.0340705,0.424585,0.53405
